candidate,changed,class_id,comparator,corrections,dataset,destructions,n,seed,task,wrong_to_different_wrong
B.R-identity,0,0,B.R,0,HK,0,7,1993,7,0
B.R-identity,0,2,B.R,0,HK,0,182,1993,7,0
B.R-identity,0,3,B.R,0,HK,0,157,1993,7,0
B.R-identity,0,4,B.R,0,HK,0,165,1993,7,0
B.R-identity,0,8,B.R,0,HK,0,153,1993,7,0
B.R-identity,0,11,B.R,0,HK,0,61,1993,7,0
B.R-identity,0,12,B.R,0,HK,0,41,1993,7,0
B.R-identity,0,13,B.R,0,HK,0,160,1993,7,0
B.R-identity,0,14,B.R,0,HK,0,60,1993,7,0
B.R-identity,0,16,B.R,0,HK,0,8,1993,7,0
B.R-identity,0,17,B.R,0,HK,0,5,1993,7,0
B.R-identity,0,18,B.R,0,HK,0,33,1993,7,0
B.R-identity,0,21,B.R,0,HK,0,4,1993,7,0
B.R-identity,0,22,B.R,0,HK,0,21,1993,7,0
B.R-identity,0,0,B.R,0,HK,0,7,1993,8,0
B.R-identity,0,2,B.R,0,HK,0,182,1993,8,0
B.R-identity,0,3,B.R,0,HK,0,157,1993,8,0
B.R-identity,0,4,B.R,0,HK,0,165,1993,8,0
B.R-identity,0,8,B.R,0,HK,0,153,1993,8,0
B.R-identity,0,9,B.R,0,HK,0,164,1993,8,0
B.R-identity,0,11,B.R,0,HK,0,61,1993,8,0
B.R-identity,1,12,B.R,1,HK,0,41,1993,8,0
B.R-identity,0,13,B.R,0,HK,0,160,1993,8,0
B.R-identity,0,14,B.R,0,HK,0,60,1993,8,0
B.R-identity,0,16,B.R,0,HK,0,8,1993,8,0
B.R-identity,0,17,B.R,0,HK,0,5,1993,8,0
B.R-identity,0,18,B.R,0,HK,0,33,1993,8,0
B.R-identity,0,19,B.R,0,HK,0,2,1993,8,0
B.R-identity,0,21,B.R,0,HK,0,4,1993,8,0
B.R-identity,0,22,B.R,0,HK,0,21,1993,8,0
B.R-identity,0,0,B.R,0,HK,0,7,1993,9,0
B.R-identity,0,2,B.R,0,HK,0,182,1993,9,0
B.R-identity,0,3,B.R,0,HK,0,157,1993,9,0
B.R-identity,0,4,B.R,0,HK,0,165,1993,9,0
B.R-identity,0,6,B.R,0,HK,0,1,1993,9,0
B.R-identity,0,8,B.R,0,HK,0,153,1993,9,0
B.R-identity,0,9,B.R,0,HK,0,164,1993,9,0
B.R-identity,0,11,B.R,0,HK,0,61,1993,9,0
B.R-identity,0,12,B.R,0,HK,0,41,1993,9,0
B.R-identity,0,13,B.R,0,HK,0,160,1993,9,0
B.R-identity,0,14,B.R,0,HK,0,60,1993,9,0
B.R-identity,0,15,B.R,0,HK,0,123,1993,9,0
B.R-identity,0,16,B.R,0,HK,0,8,1993,9,0
B.R-identity,0,17,B.R,0,HK,0,5,1993,9,0
B.R-identity,0,18,B.R,0,HK,0,33,1993,9,0
B.R-identity,0,19,B.R,0,HK,0,2,1993,9,0
B.R-identity,0,21,B.R,0,HK,0,4,1993,9,0
B.R-identity,0,22,B.R,0,HK,0,21,1993,9,0
B.R-identity,0,0,B.R,0,HK,0,7,1993,10,0
B.R-identity,0,2,B.R,0,HK,0,182,1993,10,0
B.R-identity,0,3,B.R,0,HK,0,157,1993,10,0
B.R-identity,0,4,B.R,0,HK,0,165,1993,10,0
B.R-identity,0,5,B.R,0,HK,0,1,1993,10,0
B.R-identity,0,6,B.R,0,HK,0,1,1993,10,0
B.R-identity,0,8,B.R,0,HK,0,153,1993,10,0
B.R-identity,0,9,B.R,0,HK,0,164,1993,10,0
B.R-identity,0,11,B.R,0,HK,0,61,1993,10,0
B.R-identity,1,12,B.R,1,HK,0,41,1993,10,0
B.R-identity,0,13,B.R,0,HK,0,160,1993,10,0
B.R-identity,0,14,B.R,0,HK,0,60,1993,10,0
B.R-identity,0,15,B.R,0,HK,0,123,1993,10,0
B.R-identity,0,16,B.R,0,HK,0,8,1993,10,0
B.R-identity,0,17,B.R,0,HK,0,5,1993,10,0
B.R-identity,0,18,B.R,0,HK,0,33,1993,10,0
B.R-identity,0,19,B.R,0,HK,0,2,1993,10,0
B.R-identity,0,20,B.R,0,HK,0,66,1993,10,0
B.R-identity,0,21,B.R,0,HK,0,4,1993,10,0
B.R-identity,0,22,B.R,0,HK,0,21,1993,10,0
B.R-identity,0,0,B.R,0,HK,0,7,1993,11,0
B.R-identity,0,1,B.R,0,HK,0,113,1993,11,0
B.R-identity,0,2,B.R,0,HK,0,182,1993,11,0
B.R-identity,0,3,B.R,0,HK,0,157,1993,11,0
B.R-identity,0,4,B.R,0,HK,0,165,1993,11,0
B.R-identity,0,5,B.R,0,HK,0,1,1993,11,0
B.R-identity,0,6,B.R,0,HK,0,1,1993,11,0
B.R-identity,0,7,B.R,0,HK,0,21,1993,11,0
B.R-identity,0,8,B.R,0,HK,0,153,1993,11,0
B.R-identity,0,9,B.R,0,HK,0,164,1993,11,0
B.R-identity,0,10,B.R,0,HK,0,150,1993,11,0
B.R-identity,0,11,B.R,0,HK,0,61,1993,11,0
B.R-identity,0,12,B.R,0,HK,0,41,1993,11,0
B.R-identity,0,13,B.R,0,HK,0,160,1993,11,0
B.R-identity,0,14,B.R,0,HK,0,60,1993,11,0
B.R-identity,0,15,B.R,0,HK,0,123,1993,11,0
B.R-identity,0,16,B.R,0,HK,0,8,1993,11,0
B.R-identity,0,17,B.R,0,HK,0,5,1993,11,0
B.R-identity,1,18,B.R,0,HK,1,33,1993,11,0
B.R-identity,0,19,B.R,0,HK,0,2,1993,11,0
B.R-identity,0,20,B.R,0,HK,0,66,1993,11,0
B.R-identity,0,21,B.R,0,HK,0,4,1993,11,0
B.R-identity,0,22,B.R,0,HK,0,21,1993,11,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,1,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,1,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,2,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,2,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,2,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,2,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,3,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,3,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,3,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,3,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,3,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,3,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,4,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,4,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,4,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,4,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,4,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,4,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,4,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,4,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,5,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,5,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,5,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,5,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,5,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,5,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,5,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,5,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,5,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,5,0
B.R-identity,0,3,B.R,0,HK,0,157,1994,6,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,6,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,6,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,6,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,6,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,6,0
B.R-identity,0,15,B.R,0,HK,0,123,1994,6,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,6,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,6,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,6,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,6,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,6,0
B.R-identity,0,0,B.R,0,HK,0,7,1994,7,0
B.R-identity,0,3,B.R,0,HK,0,157,1994,7,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,7,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,7,0
B.R-identity,0,9,B.R,0,HK,0,164,1994,7,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,7,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,7,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,7,0
B.R-identity,0,15,B.R,0,HK,0,123,1994,7,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,7,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,7,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,7,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,7,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,7,0
B.R-identity,0,0,B.R,0,HK,0,7,1994,8,0
B.R-identity,0,3,B.R,0,HK,0,157,1994,8,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,8,0
B.R-identity,0,5,B.R,0,HK,0,1,1994,8,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,8,0
B.R-identity,0,7,B.R,0,HK,0,21,1994,8,0
B.R-identity,0,9,B.R,0,HK,0,164,1994,8,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,8,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,8,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,8,0
B.R-identity,0,15,B.R,0,HK,0,123,1994,8,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,8,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,8,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,8,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,8,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,8,0
B.R-identity,0,0,B.R,0,HK,0,7,1994,9,0
B.R-identity,0,1,B.R,0,HK,0,113,1994,9,0
B.R-identity,0,3,B.R,0,HK,0,157,1994,9,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,9,0
B.R-identity,0,5,B.R,0,HK,0,1,1994,9,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,9,0
B.R-identity,0,7,B.R,0,HK,0,21,1994,9,0
B.R-identity,0,9,B.R,0,HK,0,164,1994,9,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,9,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,9,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,9,0
B.R-identity,0,15,B.R,0,HK,0,123,1994,9,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,9,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,9,0
B.R-identity,0,18,B.R,0,HK,0,33,1994,9,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,9,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,9,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,9,0
B.R-identity,0,0,B.R,0,HK,0,7,1994,10,0
B.R-identity,0,1,B.R,0,HK,0,113,1994,10,0
B.R-identity,0,3,B.R,0,HK,0,157,1994,10,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,10,0
B.R-identity,0,5,B.R,0,HK,0,1,1994,10,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,10,0
B.R-identity,0,7,B.R,0,HK,0,21,1994,10,0
B.R-identity,0,9,B.R,0,HK,0,164,1994,10,0
B.R-identity,0,10,B.R,0,HK,0,150,1994,10,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,10,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,10,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,10,0
B.R-identity,0,14,B.R,0,HK,0,60,1994,10,0
B.R-identity,0,15,B.R,0,HK,0,123,1994,10,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,10,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,10,0
B.R-identity,0,18,B.R,0,HK,0,33,1994,10,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,10,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,10,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,10,0
B.R-identity,0,0,B.R,0,HK,0,7,1994,11,0
B.R-identity,0,1,B.R,0,HK,0,113,1994,11,0
B.R-identity,0,2,B.R,0,HK,0,182,1994,11,0
B.R-identity,0,3,B.R,0,HK,0,157,1994,11,0
B.R-identity,0,4,B.R,0,HK,0,165,1994,11,0
B.R-identity,0,5,B.R,0,HK,0,1,1994,11,0
B.R-identity,0,6,B.R,0,HK,0,1,1994,11,0
B.R-identity,0,7,B.R,0,HK,0,21,1994,11,0
B.R-identity,0,8,B.R,0,HK,0,153,1994,11,0
B.R-identity,0,9,B.R,0,HK,0,164,1994,11,0
B.R-identity,0,10,B.R,0,HK,0,150,1994,11,0
B.R-identity,0,11,B.R,0,HK,0,61,1994,11,0
B.R-identity,0,12,B.R,0,HK,0,41,1994,11,0
B.R-identity,0,13,B.R,0,HK,0,160,1994,11,0
B.R-identity,0,14,B.R,0,HK,0,60,1994,11,0
B.R-identity,0,15,B.R,0,HK,0,123,1994,11,0
B.R-identity,0,16,B.R,0,HK,0,8,1994,11,0
B.R-identity,0,17,B.R,0,HK,0,5,1994,11,0
B.R-identity,0,18,B.R,0,HK,0,33,1994,11,0
B.R-identity,0,19,B.R,0,HK,0,2,1994,11,0
B.R-identity,0,20,B.R,0,HK,0,66,1994,11,0
B.R-identity,0,21,B.R,0,HK,0,4,1994,11,0
B.R-identity,0,22,B.R,0,HK,0,21,1994,11,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,1,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,1,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,2,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,2,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,2,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,2,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,3,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,3,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,3,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,3,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,3,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,3,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,4,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,4,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,4,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,4,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,4,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,4,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,4,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,4,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,5,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,5,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,5,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,5,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,5,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,5,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,5,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,5,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,5,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,5,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,6,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,6,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,6,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,6,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,6,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,6,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,6,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,6,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,6,0
B.R-identity,0,17,B.R,0,HK,0,5,1995,6,0
B.R-identity,0,19,B.R,0,HK,0,2,1995,6,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,6,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,7,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,7,0
B.R-identity,0,6,B.R,0,HK,0,1,1995,7,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,7,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,7,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,7,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,7,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,7,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,7,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,7,0
B.R-identity,0,17,B.R,0,HK,0,5,1995,7,0
B.R-identity,0,18,B.R,0,HK,0,33,1995,7,0
B.R-identity,0,19,B.R,0,HK,0,2,1995,7,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,7,0
B.R-identity,0,0,B.R,0,HK,0,7,1995,8,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,8,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,8,0
B.R-identity,0,6,B.R,0,HK,0,1,1995,8,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,8,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,8,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,8,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,8,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,8,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,8,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,8,0
B.R-identity,0,17,B.R,0,HK,0,5,1995,8,0
B.R-identity,0,18,B.R,0,HK,0,33,1995,8,0
B.R-identity,0,19,B.R,0,HK,0,2,1995,8,0
B.R-identity,0,20,B.R,0,HK,0,66,1995,8,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,8,0
B.R-identity,0,0,B.R,0,HK,0,7,1995,9,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,9,0
B.R-identity,0,3,B.R,0,HK,0,157,1995,9,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,9,0
B.R-identity,0,6,B.R,0,HK,0,1,1995,9,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,9,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,9,0
B.R-identity,0,11,B.R,0,HK,0,61,1995,9,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,9,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,9,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,9,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,9,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,9,0
B.R-identity,0,17,B.R,0,HK,0,5,1995,9,0
B.R-identity,0,18,B.R,0,HK,0,33,1995,9,0
B.R-identity,0,19,B.R,0,HK,0,2,1995,9,0
B.R-identity,0,20,B.R,0,HK,0,66,1995,9,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,9,0
B.R-identity,0,0,B.R,0,HK,0,7,1995,10,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,10,0
B.R-identity,0,2,B.R,0,HK,0,182,1995,10,0
B.R-identity,0,3,B.R,0,HK,0,157,1995,10,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,10,0
B.R-identity,0,6,B.R,0,HK,0,1,1995,10,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,10,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,10,0
B.R-identity,0,11,B.R,0,HK,0,61,1995,10,0
B.R-identity,0,12,B.R,0,HK,0,41,1995,10,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,10,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,10,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,10,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,10,0
B.R-identity,0,17,B.R,0,HK,0,5,1995,10,0
B.R-identity,0,18,B.R,0,HK,0,33,1995,10,0
B.R-identity,0,19,B.R,0,HK,0,2,1995,10,0
B.R-identity,0,20,B.R,0,HK,0,66,1995,10,0
B.R-identity,0,21,B.R,0,HK,0,4,1995,10,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,10,0
B.R-identity,0,0,B.R,0,HK,0,7,1995,11,0
B.R-identity,0,1,B.R,0,HK,0,113,1995,11,0
B.R-identity,0,2,B.R,0,HK,0,182,1995,11,0
B.R-identity,0,3,B.R,0,HK,0,157,1995,11,0
B.R-identity,0,4,B.R,0,HK,0,165,1995,11,0
B.R-identity,0,5,B.R,0,HK,0,1,1995,11,0
B.R-identity,0,6,B.R,0,HK,0,1,1995,11,0
B.R-identity,0,7,B.R,0,HK,0,21,1995,11,0
B.R-identity,0,8,B.R,0,HK,0,153,1995,11,0
B.R-identity,0,9,B.R,0,HK,0,164,1995,11,0
B.R-identity,1,10,B.R,1,HK,0,150,1995,11,0
B.R-identity,0,11,B.R,0,HK,0,61,1995,11,0
B.R-identity,1,12,B.R,1,HK,0,41,1995,11,0
B.R-identity,0,13,B.R,0,HK,0,160,1995,11,0
B.R-identity,0,14,B.R,0,HK,0,60,1995,11,0
B.R-identity,0,15,B.R,0,HK,0,123,1995,11,0
B.R-identity,0,16,B.R,0,HK,0,8,1995,11,0
B.R-identity,0,17,B.R,0,HK,0,5,1995,11,0
B.R-identity,0,18,B.R,0,HK,0,33,1995,11,0
B.R-identity,0,19,B.R,0,HK,0,2,1995,11,0
B.R-identity,1,20,B.R,0,HK,0,66,1995,11,1
B.R-identity,0,21,B.R,0,HK,0,4,1995,11,0
B.R-identity,0,22,B.R,0,HK,0,21,1995,11,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,1,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,1,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,2,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,2,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,2,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,2,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,3,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,3,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,3,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,3,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,3,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,3,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,4,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,4,0
B.R-zero-prior,0,3,B.R,0,HK,0,157,1993,4,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,4,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,4,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,4,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,4,0
B.R-zero-prior,0,17,B.R,0,HK,0,5,1993,4,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,5,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,5,0
B.R-zero-prior,0,3,B.R,0,HK,0,157,1993,5,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,5,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,5,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,5,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,5,0
B.R-zero-prior,0,16,B.R,0,HK,0,8,1993,5,0
B.R-zero-prior,0,17,B.R,0,HK,0,5,1993,5,0
B.R-zero-prior,0,21,B.R,0,HK,0,4,1993,5,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,6,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,6,0
B.R-zero-prior,0,3,B.R,0,HK,0,157,1993,6,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,6,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,6,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,6,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,6,0
B.R-zero-prior,0,13,B.R,0,HK,0,160,1993,6,0
B.R-zero-prior,0,16,B.R,0,HK,0,8,1993,6,0
B.R-zero-prior,0,17,B.R,0,HK,0,5,1993,6,0
B.R-zero-prior,0,21,B.R,0,HK,0,4,1993,6,0
B.R-zero-prior,0,22,B.R,0,HK,0,21,1993,6,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,7,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,7,0
B.R-zero-prior,0,3,B.R,0,HK,0,157,1993,7,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,7,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,7,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,7,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,7,0
B.R-zero-prior,0,13,B.R,0,HK,0,160,1993,7,0
B.R-zero-prior,0,14,B.R,0,HK,0,60,1993,7,0
B.R-zero-prior,0,16,B.R,0,HK,0,8,1993,7,0
B.R-zero-prior,0,17,B.R,0,HK,0,5,1993,7,0
B.R-zero-prior,0,18,B.R,0,HK,0,33,1993,7,0
B.R-zero-prior,0,21,B.R,0,HK,0,4,1993,7,0
B.R-zero-prior,0,22,B.R,0,HK,0,21,1993,7,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,8,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,8,0
B.R-zero-prior,0,3,B.R,0,HK,0,157,1993,8,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,8,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,8,0
B.R-zero-prior,0,9,B.R,0,HK,0,164,1993,8,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,8,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,8,0
B.R-zero-prior,0,13,B.R,0,HK,0,160,1993,8,0
B.R-zero-prior,0,14,B.R,0,HK,0,60,1993,8,0
B.R-zero-prior,0,16,B.R,0,HK,0,8,1993,8,0
B.R-zero-prior,0,17,B.R,0,HK,0,5,1993,8,0
B.R-zero-prior,0,18,B.R,0,HK,0,33,1993,8,0
B.R-zero-prior,0,19,B.R,0,HK,0,2,1993,8,0
B.R-zero-prior,0,21,B.R,0,HK,0,4,1993,8,0
B.R-zero-prior,0,22,B.R,0,HK,0,21,1993,8,0
B.R-zero-prior,0,0,B.R,0,HK,0,7,1993,9,0
B.R-zero-prior,0,2,B.R,0,HK,0,182,1993,9,0
B.R-zero-prior,0,3,B.R,0,HK,0,157,1993,9,0
B.R-zero-prior,0,4,B.R,0,HK,0,165,1993,9,0
B.R-zero-prior,0,6,B.R,0,HK,0,1,1993,9,0
B.R-zero-prior,0,8,B.R,0,HK,0,153,1993,9,0
B.R-zero-prior,0,9,B.R,0,HK,0,164,1993,9,0
B.R-zero-prior,0,11,B.R,0,HK,0,61,1993,9,0
B.R-zero-prior,0,12,B.R,0,HK,0,41,1993,9,0
B.R-zero-prior,0,13,B.R,0,HK,0,160,1993,9,0
B.R-zero-prior,0,14,B.R,0,HK,0,60,1993,9,0
B.R-zero-prior,0,15,B.R,0,HK,0,123,1993,9,0
